comment,attachments,title,postedDate
"Greetings,<br/><br/>I am a professional, internationally published and licensed artist. My work has been published in multiple languages and on numerous products. This is how I make my living and pay my taxes. As such I see that allowing AI full copyright would be detrimental to the lives of countless artists across all fields. <br/><br/>Precedence has already been set in numerous companies for AI to take over jobs, a large one being customer service. Replacing people with tech is a growing industry and one that is likely to continue. Many various companies have already expressed wanting to use AI to replace the artists that they currently employ and pay, as we saw with the recent writers strike. Companies who create products and entertainment would no longer require artists to design the items, entertainment, or the art that is featured on these products because they could have a program generate images or designs. Programs that wouldn&rsquo;t exist without artists in the first place. This would be especially prevalent in the mid level sectors where the bulk of artists and designers are employed, as companies see cutting jobs and replacing people with programs as a great way to cut costs. This is already a difficult field to get into and takes years of work and practice. Despite what many think being an artist isn&rsquo;t a talent, it is a skill that needs to be nurtured and developed. Many artists are in deep debt from college loans and classes trying to improve their craft and I firmly believe that copyrights grants and ownerships are one of the few things making it possible for artists to hang onto the jobs they have as companies don&rsquo;t want to use programs that would not allow copyrights of their Intellectual Properties and designs. <br/><br/>Personally I have seen a steady drop on my sales both online and in person, and I do believe this is partly from AI. Commissions have almost completely dried up as privately people no longer need or want to hire artists to see their own visions come to life, and my social media engagement is almost non-existent because sites like instagram and Facebook are over saturated with AI content. Many of these wouldn&rsquo;t be affected by copyright but my licensing contracts would and this is one of the few places I am still earning my living. I have already heard that copyrights are one of the few things holding some of these companies accountable to continue licensing artwork from artists. <br/><br/>I have wanted to be a full time artist since the age of 8. It is the only thing I have focused my life&rsquo;s work on, and for the last several years and it has allowed me to live my life fairly comfortably. I know several artists who are in the same position. Not allowing AI copyright status truly is one of the last hopes many of us have in keeping our jobs and lifestyles. I implore you to keep the laws as they are and only grant copyrights to humans so that humans can continue to live and work.<br/><br/>Thank you for your consideration, <br/>Carla Morrow",[],"Comment from Morrow, Carla",2023-11-01T04:00:00Z
"AI is a collage of stolen art. It provides nothing new. Collages are meant to create something new with items sourced ethically - newspapers from a trashcan, art from a garage sale, feathers from under a nest - not to be taken from people whose heart was poured into something just to be shoved through a meat grinder and spit out as &quot;cute girl Disney style posing backwards with hands on hips.&quot; It is an infringement on copyright, replaces jobs in the industry that are valuable and full of heart, and takes another step towards the dystopian future where machine replaces man. Letting people sell AI art is the same as letting people sell the skin off someone&#39;s back.",[],"Comment from Lundgren, Mia",2023-11-01T04:00:00Z
"I am a literary agent with strong familiarity with the technological underpinnings of LLM technology (aka &quot;AI&quot;). This technology has already created a serious burden on the short fiction market, with prestigious magazines being swamped by LLM-generated fiction, which makes it increasingly difficult for these incubators of culture to stay in business. In publishing, the current impact has primarily been on cover designers and audiobook narrators, who are being pushed out of work or seeing their income depressed. Editors are another role at risk-- it is easy for an LLM to &quot;evaluate&quot; a novel for marketability, effectively demoting editors to the role of cleaning up algorithmically-approved manuscripts, which can only weaken our deeply rooted literary culture. We are not far off from LLMs being capable of generating coherent novels, and strong regulations are warranted before we get to that point. <br/><br/>I believe that the ruling that LLM-generated work cannot be copyrighted is appropriate, and puts natural checks on the technology. However, without an effective way of knowing whether a given work is LLM-generated, that ruling is ultimately extremely limited. I believe we need a supporting regulation that makes it easy for regulators and consumers to identify how much of a work is LLM-generated.<br/><br/>Finally, all use of an author&#39;s work for training models must be by consent. &quot;Opt-out&quot; models are not acceptable, particularly when generating works that could be considered &quot;Derivative Works&quot; of the author&#39;s actual creations. There is no other circumstance in which it would be acceptable to produce and sell derivative works of non-public-domain material without consent, so LLM-generated works &quot;in the style of&quot; a known author or artist must be treated accordingly. <br/><br/>I do feel that there are appropriate uses of LLMs in the creative process, but using them to generate a finished product can only have the effect of making it impossible for ordinary Americans to pursue creative careers. While many tech entrepreneurs still subscribe to the &quot;move fast and break things&quot; ideology, it is not in the American interest for entire sectors of the economy to be broken. We need thoughtful regulations that treat LLM-generated works as less protected than human-authored works; that protect the rights of the authors, artists, and other creative people whose works are incorporated into training sets, usually without consent; and that preserve the basic structure of our existing creative industries, such that workers are able to enter them in roles other than &quot;LLM babysitter.&quot; ",[],"Comment from Banka, Lauren",2023-11-01T04:00:00Z
"I am a US citizen and pay my taxes every year. I write books as a hobby and some of my book covers were drawn by me. The cover of my book titled Quandary with an ISBN 978-1541398429 is listed on the haveibeentrained.com dataset. This cover is my drawing, I drew it using photoshop and painted with a mouse. I have the original PSD file to show proof of each layer of the drawing was done fully by me. That book cover was added to the LAION database without my permission. I did not give anyone permission to use my copyrighted art and I am obviously not getting financially compensated for this breach. These companies think they can stomp on the little guy.<br/><br/>I demand fair compensation for copyright payments. I want my royalties!!!",[],"Comment from Foster, Nancy",2023-11-01T04:00:00Z
"Dear US Copyright Office,<br/><br/>I am writing to offer my comments on the matter of Artificial Intelligence and Copyright as set forth in Docket No. 2023-18624. As an independent experimental artist, I have engaged extensively with AI tools, creating custom models trained on my own art to explore my aesthetic inclinations through these technological mediums (see included images). My intention is never to emulate or plagiarize the work of other contemporary artists but to delve into a novel artistic space. The points below reflect a holistic and progressive understanding of AI within the copyright framework:<br/><br/>1. Fair Use: The practice of training AI models and generating output from them is aptly understood within the existing fair use framework concerning copyright. This understanding encourages the development and application of AI technologies while respecting the legal boundaries set by copyright laws.<br/><br/>2. Copyright and Human Authorship: Copyright is reserved for works of human authorship. Hence, raw AI output, which lacks human intervention, should be considered outside the purview of copyright protections. However, when a de minimis transformation is imparted to AI-generated media by human actors, copyright protection should be afforded, recognizing the human creativity and expression involved.<br/><br/>3. Labor Market Concerns: The potential impact of AI on the labor market, especially concerning commercial artists, is a labor issue rather than a copyright issue. Addressing this concern through robust labor protections and organization in industries susceptible to AI displacement will foster a healthy adaptation to technological advancements.<br/><br/>4. Generative AI as a Tool: Generative AI is a tool, the use or misuse of which falls under the responsibility of the end-users. A well-structured framework that educates and governs end-user responsibility will help in mitigating potential misuses of this technology.<br/><br/>5. Personal Engagement with AI as an Artist: My experience as an artist leveraging AI tools exemplifies the potential for individual creative exploration that these technologies offer. They provide a unique avenue for artists to investigate their own aesthetic choices, extending the boundaries of what is artistically possible.<br/><br/>I believe these points contribute to a balanced and informed dialogue surrounding the interaction between AI and copyright, aiming for a resolution that honors the rights of creators, fosters innovation, and accommodates the realities of the labor market.<br/><br/>Thank you for considering my comments. I am open to providing further insights or clarifications if deemed necessary.<br/><br/>Sincerely,<br/>Robert Paul<br/>",[],"Comment from Paul, Robert",2023-11-01T04:00:00Z
See attached file(s),[],Comment from Anonymous,2023-11-01T04:00:00Z
"These AI/ML systems are not just a threat to creative and technical jobs, but a threat to personal growth and ownership in general. Whats the point in spending 5-10 years of my life creating or designing something special, something to give me an edge and an identity in the market, if its just going to be hoovered up by these billion dollar tech companies and spat out whole-cloth or &#39;interpolated&#39; in auto-generated work for free to their user-base without any consent or compensation from me?<br/><br/>They say &quot;your code and art doesn&#39;t exist inside the training data! It learns like a person!&quot;<br/>It does not learn like a person. It is not a person. This is self evident in the fact that self driving cars use these same image generative ML systems, and after 20 years of &#39;learning&#39; they still can&#39;t drive properly. It doesn&#39;t take a teenager more than a summer to learn to drive, so clearly these machines are not &#39;learning like people&#39;.<br/>And even if they did, in what world, and by what logic does that make it okay to benefit off the creative/technical labor of others for monetary gain or otherwise?  I can think of no context where taking the blood, sweat, and tears of individual workers and using it against them in the market should be acceptable.<br/><br/>Its simple. Any and all data in any form belongs to the person/entity that created it. If I create data in the form of code or art, its my right, and my right alone how that data is handled or used. If these AI/ML companies want to benefit from my work, my DATA they can pay for it. They can request access or a license on my terms directly. Not though some sneaky &#39;Terms of Service&#39; with absurd working, but DIRECTLY. They do not get to just TAKE IT FROM ME. If i post my artistic work online it still BELONGS TO ME. If I post my code in an online repository it still BELONGS TO ME.<br/><br/>The copyrights should be seen as infringed the moment data is ingested into these systems without explicit informed authorization from the owner of the data. It shouldn&#39;t matter if the data is or isn&#39;t &#39;within&#39; the system afterwords. It was used completely as training material at the moment of ingestion, and they did not get consent.<br/><br/>All of these companies need to have their ill-gotten systems destroyed and then they can start from scratch properly. They can go about this the way they should have from the start, with transparency and respect, and then they can build a proper product with data they have gathered ethically.",[],"Comment from Gilmore, Ron",2023-12-07T05:00:00Z
"I believe AI is something that needs to be moderated with laws and regulations. Over the past couple years we have seen numerous AI works ranging in how much it affects others. Things such as AI deepfakes and AI art and voices affect many people who have not consented for their images, art, or voice to be used by other people. These things are actively effecting peoples jobs and public image. Especially AI deepfakes. ",[],Comment from Anonymous,2023-10-31T04:00:00Z
"I have very strong concerns about AI and its implications for creative and intellectual works. As it stands currently AI is able to replecate style and content of individuals without requiring their permission or even their knowledge. I believe without heavy regulation Artificial Intelligence has the potential to make intellectual property theft run rampant. I attatched an image comparing an AI generated image next to the painting it was replicating. This is an example of a well known painting, but when AI is used to replicate art created by lesser known artists it becomes much more difficult to discern if a piece of art was stolen or not. As a matter of fact, all AI generated images use already existing art for reference, and I believe that one could make the argument that all AI art infringes on the rights of Intellectual Property holders. <br/><br/>The solution could be a restriction on what AI is able to use as reference, requiring the developers of the AI generation program reach out to artists and writers to get permission before their program can use their art or writing as reference. Or it could be a requirement that all works created with AI must be labeled as such, and those whose art or writing was used as reference by the AI must be credited. Either way, AI needs regulation and restriction. If left to run rampant copywright laws may not be able to keep up. ",[],"Comment from Dent, Hayden",2023-11-01T04:00:00Z
"I&#39;ve answered as many questions as I possibly could with knowledge I have.  Please, take into consideration all the people that will be displaced, like myself, downstream and all the people being crushed by no AI regulation. <br/><br/>Thank you,<br/>Reynijhia Serrano",[],"Comment from Serrano, Reynijhia",2023-12-07T05:00:00Z
"Please heavily regulate or just cancel AI Art (in any from. Art, writing, music, voice acting, photo&hellip;).<br/>It literally rip off original art and sell you the false idea that &ldquo;you did it&rdquo;. While heavily break copyright and image ownership laws that would never been allowed otherwise.<br/>It could also be easily use to replace someone identity and scam their family and friends. Or oven replace their identity in many other ways (like a call to your bank).",[],Comment from Anonymous,2023-12-07T05:00:00Z
"Pleas See attached files of more examples of rip-off AI art. AI art doesn&rsquo;t &ldquo;get info and create something new&rdquo;. Because it hasn&rsquo;t got the capacity (moral, ideological and physical) for that. It just copy.",[],Comment from Anonymous,2023-12-07T05:00:00Z
"Good Morning<br/>Before getting too far in creating policy that can punish/deter advancement, we need to look at things through clear lenses.  In the arena of copyright, copyright is supposed to protect the creator from someone else &#39;stealing&#39; their effort and reaping gain.  There have been many challenges to this, sometimes even misunderstandings and lawsuits have happened.<br/>In the AI arena, Deep Learning is still truly in the &#39;fill in the blank&#39;/&#39;best guess&#39; stage, just with the growing number of calculations in the smallest time interval taking place.  In a sense, going back a year, working with Generative AI for imagery involved a lot of internet &#39;scraping&#39;, but for those of us who kept trying to produce productions utilizing as much &#39;creativity/interpretation&#39; from the machine side possible, we are getting somewhere.  <br/>In producing my current project: ORDER OF THE ORCHID, it has been challenging to produce a multi character full animation since it isn&#39;t as simple as copy/paste.  At the same time, in no way have I based any of the imagery on a camera shot of someone in my neighborhood and/or on social media.  In fact, I have a few shots of my character Lex who resembles a former First Lady which I&#39;ve kept as an example to show someone who might inquire.  Otherwise, I&#39;ve attached a few shots of the more comic book version (this format doesn&#39;t allow video) where there are a lot of &#39;pages&#39; crammed on to each frame.  Episodes 1 and 2 now total over 8 minutes in video.<br/>Generative AI allows me to produce image, turn image into slight animated movement, add audio and put together a production as I did back when during my time in media.  Though some of the art may appear sloppy, that is because I&#39;m trying to stay in a neutral place gaining from the person&gt;prompt&gt;program possible and then weave together while you still work the day job.<br/>Since I come from the arena of music (Bachelor Music Performance/Classical Guitar), I do believe in the importance of copyright, yet am realistic about ramifications and reality.  There will be those who steal and the end of the line creator needs to understand that will happen.  Saying artwork produced by AI is bad will not get us anywhere and simultaneously, we need to communicate to folks that when they post/share something online, it is being disseminated into DATA of some sort.  We need to protect everyone in the arena where the big companies doing anything to aquire DATA related to social/medical/financial et.al. is as dangerous as the &#39;bash AI&#39; fad.<br/>Thank you for your time.<br/>David W. Baldwin",[],"Comment from Baldwin, David",2023-12-07T05:00:00Z
"The databases built for A.I. Generated art come from billions of copyrighted imagery from companies and artists who did not consent to having their data used for commercial purposes. There are numerous mobile apps that are based off of Midjourney that create artistic filters in the style of working artists that have reaped massive profits in recent decades. A running theme off of these prompts are including the words &quot;Artstation, Trending on Artstation.&quot; Artstation is a website dedicated to empowering professionals to connect and showcase their work for better job prospects. These image generating networks are robbing professionals who&#39;ve poured years of their lives and livelihoods by siphoning nearly all works from the website. Worst yet are the A.I. users who are selling these amalgamated works as their own, or fraudulently selling works that are based of popular artists. Over the last year, I have seen many freelance opportunities for illustration evaporate due to the pervasiveness of this technology. As this technology gets better by the abundance of data and improving hardwares, there will be little opportunities left for creatives to make a meaningful career out of. Again a major part of this imminent displacement is fueled by stolen work, artworks that were not meant to be used as a part of a commercialized product, but for ensuring consistent job opportunities. There are numerous articles and testimonies that have pointed this out. This in turn will stifle human creative endeavors. I have attached screenshots in which users type in names of working artists to influence the outputs in Midjourney.",[],Comment from Anonymous,2023-12-07T05:00:00Z
See attached file(s),[],"Comment from Tendy, Jacob",2023-12-07T05:00:00Z
"AI art should be treated as human art because that is basically what it is, the human gives the prompt and the AI draws<br/>it, when someone makes a pictures of mickey mouse they should be subject to copyright law. Non-AI artist&#39;s work will be<br/>more special as it&#39;s hand made and distinguished by AI art.",[],"Comment from King, Daniel",2023-12-07T05:00:00Z
See attached file(s),[],"Comment from L, Lazlo",2023-12-07T05:00:00Z
"Hello Copyright Office, I&#39;m not very good at English so I have to use google. translate And I&#39;m not a US civilian, but I&#39;ve also been affected by AI. If you don&#39;t mind, I&#39;ll include the language I use.<br/>I&#39;ve read in articles online &#39;democratize creativity&#39; that it&#39;s true that we post our drawings online, but that doesn&#39;t mean our drawings can be used to train AI for free because those drawings are earned. Copyright protection: Copyright, but current copyright law cannot criminalize Ai.<br/><br/>Meta: if copyright restricts us from letting the people produce big anime titties, then the US will fall behind on innovation...<br/>Will the United States lag behind in innovation? I&#39;ll take the popular anime (scott pilgrim takes off) as an example. This is also a human creation.<br/>This is an excuse for copyright infringement by Meta to steal other people&#39;s work.<br/><br/>Microsoft: We should be allowed to scrape and ingest as much work as we want because AI gets (inspired just like humans do)<br/>Wow (AI gets inspired just like humans do)<br/>AI doesn&#39;t have five senses like humans, and I don&#39;t know anyone who has studied billions of drawings and photos.<br/>Humans learn from watching and process it in their brains, plus imagination and things that don&#39;t actually exist.<br/>Things I&#39;ve seen + imagination<br/>AI learns from photos and drawings on the internet. Each AI task requires thousands of images to be assembled.<br/>Pictures on the internet+Drawings on the internet<br/>Because of that, AI and humans do not learn in the same way.<br/><br/>Google: yes we literally admit AI competes with and displaces human creatives in the labor market buuuuut using their work is still fair use<br/>How?<br/>Our work was stolen and used for free without even asking.<br/>Google doesn&#39;t pay even 1 dollars for their stolen work.<br/><br/>Stability AI: we&rsquo;re SO generous to let creators opt out of AI  thru the HaveIBeenTrained tool , opt out is so effective!! <br/>I&#39;m glad I didn&#39;t use the tools of a thief who stole billions of photos.<br/>Stability AI:(STOP saying that&rsquo;s only 6% of 2 billion images in our dataset )<br/><br/>Midjourney: we care about original creators so little we didn&rsquo;t even remember to leave a comment let alone remember the Copyright Office exists<br/>How should I feel about this comment?<br/>Midjourney expresses this opinion while seeking to profit from our work.<br/><br/>Even though these companies are a threat to artists and copyrights, some users are threatening artists and sending messages to join the AI. And I have read about child pornography. Building on AI in Japan, I would like to have rules to regulate AI as soon as possible. Letting a company control its own AI is no different than letting Boeing control its own airplane crash investigation.<br/><br/>สวัสดีสำนักงานลิขสิทธิ์ฉันไม่ค่อยเก่งภาษาอังกฤษเลยต้องใช้google translateเเละฉันก็ไม่ใช่พลเรือนชาวสหรัฐอเมริกาเเต่ฉันก็ได้รับผลกระทบจากAiเหมือนกันหากคุณไม่รังเกียจฉันจะใส่ภาษาที่ฉันใช้ด้วย<br/>ฉันเคยอ่านเห็นในบทความทางออนไลน์ &#39;democratize creativity&#39; ก็จริงอยู่ที่เราโพสรูปวาดลงออนไลน์เเต่นั้นก็ไม่ได้หมายความว่าจะใช้รูปวาดของเราในการฝึกAIได้ฟรีๆเพราะผลงานพวกนั้นได้รับการคุ้มครอองทางลิขสิทธิ์ลิขสิทธิ์เเต่กฎหมายลิขสิทธิ์ปัจจุบันไม่สามารถเอาผิดAiได้<br/>ถึงบริษัทเหล่านี้จะเหล่านี้จะเป็นภัยคุกคามต่อศิลปินเเละลิขสิทธิ์เเต่ผู้ใช้บางคนก็เริ่มคุกคามศิลปินเเละมีการส่งข้อความให้เข้าร่วมกับAIด้วยเเละฉันก็เคยอ่านเกี่ยวกับภาพอนาจารเด็กที่สร้างจากAIในญี่ปุ่นด้วยฉันอยากให้มีกฎในการควบคุมAIในเร็วๆถ้าเป็นไปได้นะหากปล่อยให้บริษัทควบคุมAIตัวเองนี้ก็ไม่ต่างอะไรจากการปล่อยให้Boeingควบคุมการสอบสวนเครื่องบินตกของBoeingเอง",[],Comment from Anonymous,2023-12-07T05:00:00Z
"Re: COLC-2023-0006-9044 &quot;Comment from Getty Images (US), Inc&quot; <br/><br/>&gt; &quot;[Pg5] latent diffusion models developed and licensed by Bria,5 which are trained on licensed content and are marketed as safe for commercial use.&quot;<br/><br/>That Bria used licensed content is true, but not the whole truth: the model is based on Stable Diffusion 1.5 with OpenAI&#39;s CLIP ViT-L/14 encoder, both developed with web-scraped data. Attached image 1 demonstrates that the model retains some information from protected works. Adobe and Getty&#39;s image generators are similarly based on Nvidia&#39;s Edify, also developed with a mix of data (arxiv.org/pdf/2211.01324.pdf).<br/><br/>Tuning an open-source model on licensed data, putting a filter in front, then offering legal indemnity does genuinely make for a commercially safer service, but shouldn&#39;t be mistaken for developing a model using *only* what creators opted into training. To my knowledge, the latter has not yet been achieved for any capable LLM or image diffusion model.<br/><br/>&gt; &quot;[Pg17] there is an established path available for licensing copyrighted works for use in training generative AI Models. Accordingly, the loss of license revenue from that market [...]&quot;<br/><br/>I had tried to obtain a license from Getty to develop a model that can describe the contents of photos for visually impaired users. Getty repeatedly told me that they don&#39;t license images for machine learning (as in attached image 2). If there is an established process, their sales department can&#39;t find it and there was no indication of it on their website.<br/><br/>I believe what&#39;s actually meant is that they have partnered with certain companies. This leaves no path for individuals or open-source developer groups.<br/><br/>In contrast, relevant code was remarkably easy to find; there&#39;s a strong culture of releasing free and open-source code, allowing everyone to contribute and build upon each others work. Papers documenting algorithms and experiments are also freely available. arXiv.org (Cornell University&#39;s open-access preprint repository) is *the* place for AI papers, opposed to paywalled journals.<br/><br/>&gt; &quot;[Pg18] Robot.txt[sic] is not a viable means of opt-out. Robot.txt[sic] is applied at a webserver (i.e., website) level versus the content level.&quot;<br/><br/>To clarify, robots.txt can specify certain files - &quot;website level&quot; doesn&#39;t mean on/off for an entire website at once. But it&#39;s true that metadata embedded directly into the image is more convenient for images rehosted in many places.<br/><br/>&gt; &quot;[Pg18] IPTC metadata [...] identifies the copyright owner and &ldquo;Credit&rdquo; [...] and there should be a presumption that authorization is needed, especially, but not only, if a copyright notice exists.&quot;<br/><br/>The IPTC standard defines tags for prohibiting data mining, such as DMI-PROHIBITED-AIMLTRAINING. To my understanding, it&#39;s these tags that are intended to signal that data mining is prohibited, not whether the author&#39;s details field has been filled.<br/><br/>&gt; &quot;[Pg19] 9.5. In cases where the human creator does not own the copyright-for example, because they have assigned it or because the work was made for hire- should they have a right to object to an AI model being trained on their work? [Getty&#39;s response:] We do not believe that copyright law should be expanded such that [...]&quot;<br/><br/>There&#39;s tension between this response and Getty&#39;s stance that people training models &quot;need to obtain affirmative consent&quot; to protect human creators. Is an agreement made prior to generative AI&#39;s existence really affirmative consent to training? Is it right for a company that never received affirmative consent to training from the work&#39;s creator to nonetheless go on to sell affirmative consent for that work?<br/><br/>Some companies that believe their licenses already allow such usage have offered a &#39;goodwill gesture&#39;, like X/Twitter&#39;s revenue program, to show they are voluntarily passing on some profit to creators. My cynical view is that, if creators have no leverage due to being assumed to have already given up those rights, there&#39;s little permanence to such PR moves and they do not meaningfully protect human creators in the long run.<br/><br/>&gt; &quot;[Pg21] there is no credible argument that licensing costs will inhibit innovation. The multi-billion-dollar scale of investment [...] accommodates the cost of obtaining licenses&quot;<br/><br/>This shows complete disregard for the huge amount of AI progress that is made at the level of individual researchers, open-source developer groups, academia, and smaller companies. These do not have multi-billion dollar budgets, and Getty opposes open-source models being offered any exemptions.<br/><br/>The companies that integrate an existing AI model into their site cannot do so in isolation and are usually not the ones driving progress. In an environment that benefits massively from fast iteration and low barrier of entry for contributing and trying out ideas, most of which fail, a requirement to pay large fees in advance of training is not viable and may entirely kill the US&#39;s competitive edge in the field.",[],Comment from Anonymous,2023-12-07T05:00:00Z
"I&#39;m a freelance artist and all I have seen with AI generators has been nothing but negative. Seeing artist work being used and put into an AI generator, agents their wishes and being used to compete with said artist. There is also an oversaturated market of computer generated images on social media and some in places were people look to hire or find artist. Such as Deviant art and artstation, which also have places in their sites filled with nothing but AI generated image. Also the fact that they are allowed in places where artist find work shows that they are being used to compete with artist.<br/><br/>You can also see example of artist competing with AI generated versions of their work on places like search engines. Like google or sites like pinterest, Example such Kelly McKernan on google an artist and If you look her up the first thing is a AI generated image that was made with her work. If someone were to see this they would think it was her work and possibly be convinced that whom ever posted it was her. <br/><br/>I will also Send some examples of people blatantly copying peoples work wit AI generators.<br/>Hopefully you can see how this contradicts Copyright.",[],"Comment from Dickinson, victoria",2023-12-07T05:00:00Z
"For well over a year, artists such as myself and other colleagues have been trying our best to make the public aware of the dangers of generative artificial intelligence poses to our livelihoods and the art industry as a whole. While many of us do see the potential for generative AI in the arts, we simply cannot support our decades worth of work by thousands of artists being used without permission to train AI models. While some companies have made attempts to only use public domain works and data they themselves own, such as Adobe&#39;s Firefly for one example, the most popular models such as OpenAI&#39;s DALL-E, Stability AI&#39;s Stable Diffusion, and Midjourney Inc.&#39;s Midjourney are trained using the LAOIN database. LAOIN contains over 2 billion scraped images gathered without permission by their original creators. LAOIN, StabilityAI, and OpenAI have been the focus of several lawsuits due to the use of copyrighted images without permission from their owners. Many he owners and employees are fully aware of this, as seen in the two attached images below from a recent update to an ongoing lawsuit against Stability AI and Midjourney. In one of these examples, an Jack Gallagher, an engineer from Midjourney, confirms in the official Discord for Midjourney that they are aware that the datasets for their generative AI model contains copyrighted material and that attribution is difficult due to the vast amount of data in the dataset. In the other, the CEO of Stability AI, Emad Mostaque, has gone on record in several interviews confirming that Stable Diffusion contains highly compressed data of the images used to train its database. These statements from the CEO of Stability directly refute a common claim from supporters of Stable Diffusion who claim that Stable Diffusion, as well as other generative AI image programs, do not contain the actual images in their training set. <br/>As artists, me and my colleagues have generally been some of the first to experiment with new technologies, including several older ones who were among the first artists to switch to digital drawing programs, none of us have been supportive of the current state of generative AI that uses the copyright work of artists without their permission in a manner that directly threatens our livelihoods as artists. We acknowledge that this technology will be here to stay for years to come, but we are at a pivotal moment in time where we must do everything we can to ensure that generative AI is trained ethically and with respect to copyright law, and the hard work of artists everywhere. We believe that these models should have allow artists opt-out their copyrighted works from training sets, and that for all future training, AI companies must receive direct permission to use their art for training, much like how other companies must gain permission from artists to use their art for purposes such as advertising, concept planning, etc.<br/>While generative AI can be a potentially powerful tool for artists in the future, we must ensure that all future development of generative AI models is done in a manner that is ethical and mutually beneficial for both developers and artists alike. By taking measures to ensure that models are trained only on data from the public domain and artists who have sold or given the rights to their work to companies, we stop the worst ethical issues with generative AI before they become too deep-rooted. ",[],"Comment from Bessette, Thomas",2023-12-07T05:00:00Z
"Hello and thank you for the opportunity to comment on this emerging field of generative A.I. It is my opinion that the prompted output or result of image generating A.I. models such as those produced by DALLe, for example, should grant copyrights to the human user who created the string of words that served as a prompt or seed value for the image, which would otherwise not exist. The prompt itself is a creative and unique encoding of language which the A.I. relies upon in order to generate a correspondingly unique image. The DALLe and generative A.I. models in general serve as the brush, or the paint, and the canvase, but the art is created by the human user&#39;s creative and unique linguistic input. I have attached an image generated by DALLe based on my input to demonstrate this work. Thank you for your consideration.",[],Comment from Anonymous,2023-12-07T05:00:00Z
